,klant,eigenaar,product_soort,locatie,kwaliteit,klantaanduiding,batch_nummer,batch_volg_nummer,kl_lengte,klant_breedte,klant_dikte,lm_lengte_,lm_breedte,lm_dikte,administratief_gewicht,aantal_stuks,totaal_gealloceerd,coil_nummer_leverancier,klantreferentie,attest_nummer,eerste_charge_nummer,verkoop_order_nummer,omschrijving,binnendiam_coil,buitendiam_coil,binnenbreedte_coil,buitenbreedte_coil,tekst,aanvoerdatum,laatste_transactie,werkbonnummer,bewerking,STATUS,lijst_van_bewerk,werkbonnummer2,bewerking3,STATUS4,lijst_van_bewerk5,laadlijstnummer,geolied,gebeitst,bezoomd,materiaal_status,afroep_referentie,leverdatum,afleveradres,verpakking,Gestempeld,a_nummer,gekoppeld_aan_afroep,bewerking_referentie,coilnummer_leverancier
4562,Michelle Zamora,Elizabeth Davis,PLAAT,LORF,S235J,S235JR,J9175,1.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2531,05",12,,2976-01,971,99998,0,74142673,572899348,793.0,1997.0,1533.0,1533.0,489148,2020-05-05,2020-05-05,533865288,,,,694900898,DECOILEN,3,DE,4289,0.0,0.0,1.0,,,,"60441 Johnson Junctions Apt. 674
Samanthaburgh, PA 83156",PACKA,0.0,35113209,,30670416,20871
4563,Jesus Griffin,Mrs. Desiree Stephens,PLAAT,LORF,S235J,S235JR,J9175,2.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2531,05",12,,2976-01,9473,399303823,91,286194168,3,793.0,1997.0,1533.0,1533.0,777969309,2020-05-05,2020-05-05,42614586,,,,354,DECOILEN,3,DE,3155,0.0,0.0,1.0,,,,"473 Graves Walk Apt. 025
Danaburgh, WY 34745",PACKA,0.0,4076311,,953,3043
4564,Kyle Lewis,Stephanie Hernandez,PLAAT,LORF,S235J,S235JR,J9175,3.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2531,05",12,,2976-01,0,63,5635,7470,40,793.0,1997.0,1533.0,1533.0,810202231,2020-05-05,2020-05-05,878,,,,8332,DECOILEN,3,DE,9952,0.0,0.0,1.0,,,,"6943 Jody Island
Port Allisonfurt, HI 10189",PACKA,0.0,4799356,,4,908851266
4565,Kelly Tyler,Joseph Garcia,PLAAT,LORF,S235J,S235JR,J9175,4.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2531,05",12,,2976-01,95,269,74786712,64221,7334086,793.0,1997.0,1533.0,1533.0,875674957,2020-05-05,2020-05-05,8,,,,4,DECOILEN,3,DE,874390,0.0,0.0,1.0,,,,"907 Wolfe Highway
New Samanthaborough, ID 22310",PACKA,0.0,66,,88212,290729
4566,Michael Solomon,Margaret Mack,PLAAT,LORF,S235J,S235JR,J9175,5.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2531,05",12,,2976-01,571905,57108,7,6327,9,793.0,1997.0,1533.0,1533.0,1865,2020-05-05,2020-05-05,7276,,,,131890,DECOILEN,3,DE,5573,0.0,0.0,1.0,,,,"2580 Steven Key
Port Robertbury, MS 29028",PACKA,0.0,20988,,5970,841541816
4567,Amber Cannon,Tonya Lee,PLAAT,LC19,S235J,S235JR,J9175,7.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2320,14",11,,2976-01,24191987,60,69666,2603881,60108217,793.0,1997.0,1533.0,1533.0,741,2020-05-05,2020-06-04,505,,,,6199,DECOILEN,3,DE,96700812,0.0,0.0,1.0,,,,"215 Stacy Squares Apt. 955
Lake Traciport, IN 66722",PACKA,0.0,666,,9515,403
4568,Brandon Robles,Erica Johnson,PLAAT,LC19,S235J,S235JR,J9175,8.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2320,14",11,,2976-01,65113563,8229835,54181410,844,4,793.0,1997.0,1533.0,1533.0,4927,2020-05-05,2020-06-04,52,,,,632,DECOILEN,3,DE,1237,0.0,0.0,1.0,,,,"835 Shari Parks
New Eric, NE 35897",PACKA,0.0,2,,5623717,35338
4569,Shannon Maddox,Jose Gibson,PLAAT,LC19,S235J,S235JR,J9175,9.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2320,14",11,,2976-01,80816927,268765,3,772,139418,793.0,1997.0,1533.0,1533.0,23938,2020-05-05,2020-06-04,66,,,,872744,DECOILEN,3,DE,9322,0.0,0.0,1.0,,,,"USNS Marquez
FPO AE 21280",PACKA,0.0,0,,141,36559
4570,John Roberts,Alan Turner,PLAAT,LC19,S235J,S235JR,J9175,10.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2320,14",11,,2976-01,5930,4224,43225001,8017,338,793.0,1997.0,1533.0,1533.0,60,2020-05-05,2020-06-04,22139,,,,47842,DECOILEN,3,DE,5,0.0,0.0,1.0,,,,"685 Arnold Turnpike
Port Jonathanbury, OK 41597",PACKA,0.0,4392671,,264,87936
4571,Erik Jacobson,Victoria Adams,PLAAT,LC19,S235J,S235JR,J9175,11.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","2320,14",11,,2976-01,8569,62455,203135307,801,6167,793.0,1997.0,1533.0,1533.0,84822,2020-05-05,2020-06-04,21779919,,,,15123643,DECOILEN,3,DE,290383,0.0,0.0,1.0,,,,"3650 Brown Rapids
Harrisonland, IL 24446",PACKA,0.0,276,,12180,744003712
4572,Nathan Moyer,Kevin Farmer,PLAAT,LC19,S235J,S235JR,J9175,12.0,3000.0,1500.0,6,3000.0,1500.0,"5,96","1265,54",6,,2976-01,5950362,2488514,88966,67388,4158,793.0,1997.0,1533.0,1533.0,455516128,2020-05-05,2020-06-04,3,,,,7,DECOILEN,3,DE,383066,0.0,0.0,1.0,,,,"262 Peterson Via
Bakerhaven, CA 47789",PACKA,0.0,39,,419,682658754
4573,Eric Miller,William Johnson,COILS,MGZN,S355M,S355MC,J9177,0.0,0.0,1520.0,10,0.0,1533.0,"9,94",30560,1,,65006-01,56,31,9,337,437191898,815.0,1970.0,1533.0,1533.0,2534482,2020-02-18,2020-02-19,34036167,,,,7221296,,,,19484577,0.0,0.0,0.0,,,,"61538 Jessica Expressway
Marcochester, OH 17483",onbekend,,413,,9,748
4574,Yolanda Munoz,Ashley Beck,PLAAT,LC06,S355M,S355MC GG.,J9178,1.0,3000.0,1500.0,10,3000.0,1500.0,"9,94","2492,7",7,,65005-01,723,41144,373488624,3431717,540,610.0,1905.0,1533.0,1533.0,1047,2020-04-29,2020-04-29,482171,,,,421612430,DECOILEN,3,DE,2974,1.0,1.0,1.0,X,,,"9405 Ellis Ramp
East Zacharyborough, KY 54930",PACKI,0.0,7221,,929996860,3553843
4575,Nicholas Odom,Gary Richards,PLAAT,LC06,S355M,S355MC GG.,J9178,2.0,3000.0,1500.0,10,3000.0,1500.0,"9,94","2136,6",6,,65005-01,77,44058,77415,7338,354,610.0,1905.0,1533.0,1533.0,423,2020-04-29,2020-04-29,618559541,,,,523769002,DECOILEN,3,DE,15162395,1.0,1.0,1.0,X,,,"USCGC Lopez
FPO AE 05058",PACKI,0.0,17671789,,2792,8111536
4576,Jasmine Thompson,Jason Cole,COILS,E123,S355M,S355MC,J9180,0.0,0.0,1520.0,10,0.0,1532.0,"9,93",30540,1,30580,65003-01,6049784,837247,7262837,85,427,610.0,1906.0,1532.0,1532.0,5901195,2020-02-18,2020-05-13,22,,,,82,,,,3068,1.0,1.0,0.0,,2750/Zim/3022016,2020-05-01,"781 Gray Summit
Port Brian, ME 32598",onbekend,,12786,,508,896
4577,Paige Hodges,Jennifer Gates,PLAAT,LC09,S355,S355MC,J9181,8.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,2,29955,2238712,495425,273,610.0,1914.0,-1520.0,1520.0,3,2020-05-04,2020-05-05,37807673,,,,583438,DECOILEN,3,DE,453,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"780 Pamela Run Suite 257
Lake Thomastown, WA 01955",PACKI,0.0,31943175,,5312354,955693
4578,Melissa Burch MD,Daniel Wright,PLAAT,LC09,S355,S355MC,J9181,9.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,271369,966812949,18,539143802,1353,610.0,1914.0,-1520.0,1520.0,45099799,2020-05-04,2020-05-05,61,,,,6174271,DECOILEN,3,DE,6041633,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"PSC 5555, Box 1696
APO AP 63086",PACKI,0.0,527,,4,201127
4579,Jordan Maxwell DDS,Mary Walton,PLAAT,LC09,S355,S355MC,J9181,10.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,64575243,27835792,543240106,253,98,610.0,1914.0,-1520.0,1520.0,94,2020-05-04,2020-05-05,27,,,,65,DECOILEN,3,DE,670,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"87916 Andrew Wall Apt. 548
Port Jose, PA 48680",PACKI,0.0,4,,63,7992
4580,Amanda Phillips,Gerald Green,PLAAT,LC09,S355,S355MC,J9181,11.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,4084132,87911458,255,9676,12510,610.0,1914.0,-1520.0,1520.0,33369,2020-05-04,2020-05-05,4753,,,,398,DECOILEN,3,DE,13,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"124 Martin Walk
New Courtney, NE 05375",PACKI,0.0,48459706,,816500,5
4581,Robert Perez,Jeffrey Le,PLAAT,LC09,S355,S355MC,J9181,12.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,39437,9,2899,6802,4262,610.0,1914.0,-1520.0,1520.0,5275,2020-05-04,2020-05-05,7478682,,,,43,DECOILEN,3,DE,928083,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"489 Jessica Lane Suite 513
Owensbury, CA 07221",PACKI,0.0,38811,,11881,81120
4582,Michelle Villarreal,Brandon Lewis DDS,PLAAT,LC09,S355,S355MC,J9181,13.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,878,2814,336579,77,162707,610.0,1914.0,-1520.0,1520.0,984162695,2020-05-04,2020-05-05,917276,,,,45044,DECOILEN,3,DE,5,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"5819 Ewing Center Apt. 039
North Joshua, NH 49581",PACKI,0.0,805729707,,4261060,738120
4583,Joan Daniels,Patricia Hernandez,PLAAT,LC08,S355,S355MC,J9181,14.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","2497,46",7,"2497,46",65002-01,3452821,578,210,338,3355622,610.0,1914.0,-1520.0,1520.0,888,2020-05-04,2020-05-20,49,,,,553,DECOILEN,3,DE,8999858,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"789 Donna Green Apt. 099
Christopherstad, FL 28554",PACKI,0.0,38,,60733163,697676
4584,Sonya Garrett,Joshua Foster,PLAAT,LC08,S355,S355MC,J9181,15.0,3000.0,1500.0,10,3000.0,1500.0,"10,1","713,56",2,"713,56",65002-01,9425,6,79518520,58,812611134,610.0,1914.0,-1520.0,1520.0,802199077,2020-05-04,2020-05-20,2,,,,1430,DECOILEN,3,DE,22,1.0,1.0,1.0,,2750/ZIM/1072085,2020-05-04,"16620 Scott Wall
Lake Danielview, NJ 17239",PACKI,0.0,244877010,,206634,630
4585,Benjamin Smith,Audrey Christensen,COILS,MGZN,S355M,S355MC,J9187,0.0,0.0,1520.0,8,0.0,1532.0,"7,92",30160,1,,65209-01,98437,72270,8170884,61,8,810.0,1970.0,1532.0,1532.0,8291,2020-02-18,2020-02-19,17433977,,,,482506,,,,705531,0.0,0.0,0.0,,,,"3963 Rangel Spurs Apt. 572
Rayville, SD 70315",onbekend,,81,,31202316,507
4586,Joseph Wood,Susan Robertson,COILS,C151,S355M,S355MC,J9188,0.0,0.0,1520.0,3,0.0,1523.0,"2,97",30390,1,30520,54284-01,0,18,447,42528188,49823,610.0,1902.0,1523.0,1523.0,277,2020-02-18,2020-05-11,975608189,,,,7691526,,,,618241197,1.0,1.0,0.0,,2750/ZIM/3022016,2020-04-30,"778 Brooks Glens Apt. 336
Tristanchester, MH 54084",onbekend,,7,,2712,556438
4587,Jenna Proctor,April Hernandez,PLAAT,LC33,S235J,S235JR GG.,J9189,14.0,3000.0,1500.0,8,3000.0,1500.0,"8,03","1718,89",6,,3178-01,24171,69454,469,96,15038,610.0,1912.0,1537.0,1537.0,1592,2020-04-20,2020-04-28,6,,,,10,DECOILEN,3,DE,977,1.0,1.0,1.0,,,,"35371 Scott Point Suite 273
South Michael, HI 27075",PACKI,0.0,9081,,928858,69746
4588,Jeffrey Davis,Sara Burns,PLAAT,LC33,S235J,S235JR GG.,J9189,15.0,3000.0,1500.0,8,3000.0,1500.0,"8,03","1718,89",6,,3178-01,9,27266134,1137,315183,2,610.0,1912.0,1537.0,1537.0,78,2020-04-20,2020-04-28,9,,,,8012379,DECOILEN,3,DE,1,1.0,1.0,1.0,,,,"758 Nicole Bypass Suite 639
Hamiltonburgh, KY 57672",PACKI,0.0,3046,,929320,59
4589,Shannon Miller,Elizabeth Li,PLAAT,LC33,S235J,S235JR GG.,J9189,16.0,3000.0,1500.0,8,3000.0,1500.0,"8,03","859,38",3,,3178-01,815,105565636,35534,93812,721140425,610.0,1912.0,1537.0,1537.0,14,2020-04-20,2020-04-28,3,,,,3304,DECOILEN,3,DE,92,1.0,1.0,1.0,,,,"26971 Mason Lodge Apt. 944
New Keith, IL 22687",PACKI,0.0,44655871,,201099,734
4590,Lindsey Santos,Anthony Williams,COILS,D155,S235J,S235JR,J9191,0.0,0.0,1520.0,4,0.0,1540.0,"3,9",30660,1,30780,3052-01,669998,82668430,847,89,1611274,610.0,1912.0,1540.0,1540.0,9917,2020-02-18,2020-05-04,439222,,,,5320299,,,,29830,1.0,1.0,0.0,,2022665,2020-04-16,"5511 Fernandez Tunnel
Port Brandy, GU 78592",onbekend,,6913227,,6,343637
4591,Jessica Banks,Lisa Liu,PLAAT,LC13,S235J,S235JR,J9192,3.0,3000.0,1500.0,5,3000.0,1500.0,"5,08","2473,04",14,,3050-02,5283579,470198,21,6259895,20,840.0,2040.0,1530.0,1530.0,5402968,2020-03-20,2020-03-20,0,,,,973736,DECOILEN,3,DE,950081,0.0,0.0,1.0,,,,"32737 Montgomery Trail Apt. 311
Dylanstad, VA 02410",PACKA,0.0,2311,,9,211
4592,Steven Hernandez,John Armstrong,PLAAT,LC13,S235J,S235JR,J9192,4.0,3000.0,1500.0,5,3000.0,1500.0,"5,08","2473,04",14,,3050-02,96349,793,7189,62,4899,840.0,2040.0,1530.0,1530.0,766,2020-03-20,2020-03-20,78976,,,,5237583,DECOILEN,3,DE,74,0.0,0.0,1.0,,,,"11919 Park Orchard Suite 501
Lake Jessicahaven, WA 70168",PACKA,0.0,84,,186,9
4593,Christine Taylor,Samantha Mcdaniel,PLAAT,LC12,S235J,S235JR,J9192,10.0,3000.0,1500.0,5,3000.0,1500.0,"5,08","2473,04",14,,3050-02,1705,849000,83701,2253023,6499,840.0,2040.0,1530.0,1530.0,534083,2020-03-20,2020-04-16,6,,,,879568,DECOILEN,3,DE,8,0.0,0.0,1.0,,,,"Unit 1950 Box 4923
DPO AE 20970",PACKA,0.0,10125913,,581184665,6882
4594,Timothy Stewart,Kimberly Duran,PLAAT,LC12,S235J,S235JR,J9192,11.0,3000.0,1500.0,5,3000.0,1500.0,"5,08","2473,04",14,,3050-02,515,9,9413329,4,542877,840.0,2040.0,1530.0,1530.0,975910,2020-03-20,2020-04-16,223206,,,,8,DECOILEN,3,DE,678089668,0.0,0.0,1.0,,,,"3246 Kelly Garden Apt. 749
New Meganton, GU 97242",PACKA,0.0,3969,,70,258419794
4595,Russell Walker,Eric Carter,PLAAT,LC13,S235J,S235JR,J9192,12.0,3000.0,1500.0,5,3000.0,1500.0,"5,08","2473,04",14,,3050-02,3,88682,96,26,494345,840.0,2040.0,1530.0,1530.0,4733779,2020-03-20,2020-03-20,60962,,,,406198,DECOILEN,3,DE,7327317,0.0,0.0,1.0,,,,"473 Allen Glen Apt. 391
West Robertamouth, OR 93131",PACKA,0.0,313871113,,88,619
4596,Diane Martin,Joseph Boyer,PLAAT,LC12,S235J,S235JR,J9192,13.0,3000.0,1500.0,5,3000.0,1500.0,"5,08","1413,22",8,,3050-02,85638341,48058023,557921,82,445709,840.0,2040.0,1530.0,1530.0,7193,2020-03-20,2020-04-16,17670962,,,,6892,DECOILEN,3,DE,9066,0.0,0.0,1.0,,,,"15662 Aimee Forest
Lake Maryhaven, WA 83963",PACKA,0.0,180796916,,45092877,157728641
4597,Sheena Williams,Mario Garcia,PLAAT,LA09,S235J,S235JR,J9193,1.0,3000.0,1500.0,5,3000.0,1500.0,"4,85","2619,37",15,,3050-01,33214,3413,40845,3050943,221,830.0,1995.0,1531.0,1531.0,39,2020-04-14,2020-04-16,40685,,,,45438443,DECOILEN,3,DE,87193140,0.0,0.0,1.0,,,,"696 Johnson Plains
New Randy, MD 38000",PACKA,0.0,44,,452,45262147
4598,Brian West,Shelby Marquez,PLAAT,LA09,S235J,S235JR,J9193,12.0,3000.0,1500.0,5,3000.0,1500.0,"4,85","1746,21",10,,3050-01,73838655,4888818,9712473,91035569,286726203,830.0,1995.0,1531.0,1531.0,156816,2020-04-14,2020-04-16,366019973,,,,32,DECOILEN,3,DE,77,0.0,0.0,1.0,,,,"PSC 1319, Box 7179
APO AE 18925",PACKA,0.0,41040284,,8741,6115
4599,Kathleen Turner,Michele Bray,PLAAT,LC23,S355M,S355MC,J9195,1.0,3000.0,1500.0,15,3000.0,1500.0,"14,95","2116,47",4,,66743-01,476,184,201873,1,82462411,830.0,1990.0,1535.0,1535.0,260724,2020-03-11,2020-04-06,2534378,,,,549140169,DECOILEN,3,DE,491051787,0.0,0.0,1.0,X,,,"27627 Tyler Mill Suite 763
Denniston, HI 46518",PACKA,0.0,61,,7,9737123
4600,Summer Rogers DVM,Patrick Pena,PLAAT,LC11,S355M,S355MC,J9195,10.0,3000.0,1500.0,15,3000.0,1500.0,"14,95","2116,47",4,,66743-01,0,104,34118047,515314,393,830.0,1990.0,1535.0,1535.0,610683,2020-03-11,2020-05-11,97735,,,,13,DECOILEN,3,DE,1685,0.0,0.0,1.0,,,,"13879 Andrea Parks Suite 266
Dustinville, MI 88800",PACKA,0.0,5411162,,867,59369
4601,Maria Winters,Jeffery Serrano,PLAAT,LC11,S355M,S355MC,J9195,12.0,3000.0,1500.0,15,3000.0,1500.0,"14,95","2116,47",4,,66743-01,6451639,94433,855257847,3136900,120,830.0,1990.0,1535.0,1535.0,9002900,2020-03-11,2020-05-11,54341,,,,2027280,DECOILEN,3,DE,343004102,0.0,0.0,1.0,,,,"4314 Michael Brook
Wilsonfurt, MT 17087",PACKA,0.0,2670065,,1504052,81687
4602,Maurice Thompson,Mr. Jason George,PLAAT,LC23,S355M,S355MC,J9195,13.0,3000.0,1500.0,15,3000.0,1500.0,"14,95","2116,47",4,,66743-01,39,359275345,276328605,8,431338,830.0,1990.0,1535.0,1535.0,69126,2020-03-11,2020-04-06,951487,,,,841880,DECOILEN,3,DE,891824153,0.0,0.0,1.0,,,,"Unit 2876 Box 9960
DPO AP 59962",PACKA,0.0,196,,500,1
4603,Johnathan Blackburn,Eric Sullivan,PLAAT,LC25,S355M,S355MC,J9196,3.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,174,204,78470,466663891,858772,818.0,2029.0,1532.0,1532.0,365,2020-03-23,2020-05-08,8833886,,,,475666962,DECOILEN,3,DE,2,0.0,0.0,0.0,,,,"4394 Summers Roads Apt. 975
Hernandezstad, NE 38054",PACKA,0.0,40106245,,5,618
4604,Paul Riley,Jennifer Kennedy,PLAAT,LC25,S355M,S355MC,J9196,4.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,87300,915,894206,1183703,499,818.0,2029.0,1532.0,1532.0,9024,2020-03-23,2020-05-08,35,,,,33390,DECOILEN,3,DE,234385,0.0,0.0,0.0,,,,"203 Martin Lakes Apt. 341
Andersonstad, HI 13440",PACKA,0.0,36992040,,8575,584391
4605,Lisa Daugherty,David Jacobson,PLAAT,LC18,S355M,S355MC,J9196,6.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,95067,6550,2,52199,179,818.0,2029.0,1532.0,1532.0,771302881,2020-03-23,2020-05-01,2936,,,,0,DECOILEN,3,DE,8,0.0,0.0,0.0,,,,"97242 White Inlet Apt. 601
Beltranshire, DE 09832",PACKA,0.0,2639,,1829,61
4606,Christian Peterson,Victoria Wallace,PLAAT,LC18,S355M,S355MC,J9196,7.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,23,7226,19,20438370,89183734,818.0,2029.0,1532.0,1532.0,7,2020-03-23,2020-05-01,285,,,,21386827,DECOILEN,3,DE,274540,0.0,0.0,0.0,,,,"2235 Melissa Well Apt. 218
South Bryan, MP 73317",PACKA,0.0,45618573,,9294470,95
4607,Charles Armstrong,Megan Ramsey,PLAAT,LC24,S355M,S355MC,J9196,9.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,53,8898827,523,20,979811,818.0,2029.0,1532.0,1532.0,4488459,2020-03-23,2020-05-27,85042059,,,,7565334,DECOILEN,3,DE,4,0.0,0.0,0.0,,,,"897 Brown Terrace
New Amberside, VA 12459",PACKA,0.0,2,,72,7
4608,Jesse Williams,Tracy Blake,PLAAT,LC24,S355M,S355MC,J9196,11.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,7424,2,31,70956267,45104845,818.0,2029.0,1532.0,1532.0,4,2020-03-23,2020-05-27,87,,,,9417561,DECOILEN,3,DE,495894200,0.0,0.0,0.0,,,,"5699 Rebecca Stravenue
Barbarafort, NV 16933",PACKA,0.0,3671598,,4567025,13
4609,Daisy Gonzalez,Madeline Baxter,PLAAT,LC23,S355M,S355MC,J9196,13.0,3000.0,1500.0,15,3000.0,1532.0,"15,1","2164,32",4,,66742-01,437,784758483,869369,7055,2,818.0,2029.0,1532.0,1532.0,830927,2020-03-23,2020-05-14,367536,,,,586,DECOILEN,3,DE,59,0.0,0.0,0.0,,,,"420 Salinas Squares
South Garrett, PW 36009",PACKA,0.0,23897545,,418056848,3838
4610,Patrick Marquez,Derek Cooper,PLAAT,LA04,S235J,S235JR,J9197,7.0,3000.0,1500.0,3,3000.0,1500.0,"2,92","2525,48",24,,65872-01,868154,214739512,513046,47706433,8335889,800.0,2026.0,1542.0,1542.0,1719218,2020-04-20,2020-05-04,3367348,,,,4550,DECOILEN,3,DE,3493,0.0,0.0,1.0,,,,"238 Powell Roads Suite 698
Lake Darrenshire, VA 31031",PACKA,0.0,761335,,44,6
4611,Andrea Braun,Samantha Austin,PLAAT,LA04,S235J,S235JR,J9197,8.0,3000.0,1500.0,3,3000.0,1500.0,"2,92","2525,48",24,,65872-01,26,2,9365889,2945,8275,800.0,2026.0,1542.0,1542.0,7269619,2020-04-20,2020-05-04,3,,,,914,DECOILEN,3,DE,155398646,0.0,0.0,1.0,,,,"333 Robin Place Suite 665
Sabrinaton, PR 38599",PACKA,0.0,92559961,,396549,8
4612,Katrina Williams,Amy James,PLAAT,LA03,S235J,S235JR,J9197,9.0,3000.0,1500.0,3,3000.0,1500.0,"2,92","2525,48",24,,65872-01,74249,0,5311607,3,48849,800.0,2026.0,1542.0,1542.0,21,2020-04-20,2020-04-21,128408,,,,33854,DECOILEN,3,DE,691850893,0.0,0.0,1.0,,,,"223 Ramos Mountains Apt. 067
Petersenshire, MT 15609",PACKA,0.0,126488604,,131841,810648306
4613,Bradley Thomas,Kelly Hernandez,PLAAT,LA03,S235J,S235JR,J9197,10.0,3000.0,1500.0,3,3000.0,1500.0,"2,92","2525,48",24,,65872-01,7,651,6,7598788,5018,800.0,2026.0,1542.0,1542.0,757970,2020-04-20,2020-04-21,84,,,,384790,DECOILEN,3,DE,1733,0.0,0.0,1.0,,,,"22382 Brian Forge Suite 381
Dianaton, IL 48715",PACKA,0.0,6513627,,651737,574
4614,Nathan Perry,Nathaniel Vega,PLAAT,LA03,S235J,S235JR,J9197,11.0,3000.0,1500.0,3,3000.0,1500.0,"2,92","2525,48",24,,65872-01,9317,7639716,25,8154,72558832,800.0,2026.0,1542.0,1542.0,5454780,2020-04-20,2020-04-21,761001493,,,,893063739,DECOILEN,3,DE,56,0.0,0.0,1.0,,,,"13680 Coleman Park
Hoodton, NC 36155",PACKA,0.0,561624,,3,7484906
4615,William Mann,Michael Williams,PLAAT,LA03,S235J,S235JR,J9197,12.0,3000.0,1500.0,3,3000.0,1500.0,"2,92","1473,17",14,,65872-01,9792,63,92,43694634,788,800.0,2026.0,1542.0,1542.0,497765,2020-04-20,2020-04-21,2660,,,,23721575,DECOILEN,3,DE,11953,0.0,0.0,1.0,,,,"76799 Christina Ridges Apt. 049
Jamestown, AK 34161",PACKA,0.0,63674,,164135550,56114
4616,John Sampson,Hunter Mora,PLAAT,LA08,S235J,S235JR,J9198,1.0,3000.0,1500.0,3,3000.0,1500.0,"2,97","2531,13",24,,65871-02,52838331,5,583553,33828263,476261125,810.0,2026.0,1532.0,1532.0,276735,2020-05-14,2020-05-15,74,,,,757846,DECOILEN,3,DE,96,0.0,0.0,1.0,X,,,"33253 Jennifer Garden Apt. 305
Paulland, KS 38483",PACKA,0.0,521,,263357,79575
4617,Barry Castillo,Joseph Harris,PLAAT,LA08,S235J,S235JR,J9198,2.0,3000.0,1500.0,3,3000.0,1500.0,"2,97","2531,13",24,,65871-02,4821530,3970,27884,3,1775958,810.0,2026.0,1532.0,1532.0,531210,2020-05-14,2020-05-15,893021862,,,,895437435,DECOILEN,3,DE,6413810,0.0,0.0,1.0,X,,,"13793 Smith Crest Apt. 553
South Brianport, KY 05622",PACKA,0.0,5196690,,0,9772702
4618,Nicholas Jones,Jonathan Wyatt,PLAAT,LA08,S235J,S235JR,J9198,3.0,3000.0,1500.0,3,3000.0,1500.0,"2,97","2531,13",24,,65871-02,12260914,56701,2257283,96,59385395,810.0,2026.0,1532.0,1532.0,19,2020-05-14,2020-05-15,19,,,,27547451,DECOILEN,3,DE,763,0.0,0.0,1.0,X,,,"16363 Sanchez Knoll
North Tamichester, HI 49184",PACKA,0.0,688021,,80,424
4619,Matthew Smith,Renee Weber,PLAAT,LA08,S235J,S235JR,J9198,4.0,3000.0,1500.0,3,3000.0,1500.0,"2,97","2531,13",24,,65871-02,874733360,4433,5793,162,82,810.0,2026.0,1532.0,1532.0,2985,2020-05-14,2020-05-15,226602,,,,288284,DECOILEN,3,DE,208921363,0.0,0.0,1.0,X,,,"9148 Nicholas Summit Apt. 277
Lake Jimmymouth, OR 07245",PACKA,0.0,1064,,118396533,8
4620,Robert Thomas,Kelly Mccall,PLAAT,LA08,S235J,S235JR,J9198,5.0,3000.0,1500.0,3,3000.0,1500.0,"2,97","2531,13",24,,65871-02,0,86,16662574,16031,1776,810.0,2026.0,1532.0,1532.0,32602,2020-05-14,2020-05-15,96076,,,,86101,DECOILEN,3,DE,575781,0.0,0.0,1.0,X,,,"PSC 1899, Box 3132
APO AA 95063",PACKA,0.0,9496,,4521920,93980905
4621,Jeffrey Jacobs,Sarah Long,PLAAT,LA08,S235J,S235JR,J9198,9.0,3000.0,1500.0,3,3000.0,1500.0,"2,97","2531,13",24,,65871-02,4,427983,0,118040,50,810.0,2026.0,1532.0,1532.0,9,2020-05-14,2020-05-15,9546,,,,820134,DECOILEN,3,DE,17472158,0.0,0.0,1.0,,,,"5701 Harris Dam
North Tina, MS 88716",PACKA,0.0,874,,2220923,8753
